world_size_width,world_size_height,dna_size,mutation_rate,nb_generations,runtime
1024,1024,512,0.0001,1000,752.998404
1024,1024,512,0.0001,1000,829.090449
1024,1024,512,0.0001,1000,798.744652
128,128,1024,1e-06,1000,3.415238
128,128,1024,1e-06,1000,3.717931
128,128,1024,1e-06,1000,3.208222
256,256,1024,1e-06,1000,12.736029
256,256,1024,1e-06,1000,15.631505
256,256,1024,1e-06,1000,14.379328
512,512,1024,1e-06,1000,71.67113
512,512,1024,1e-06,1000,61.918125
512,512,1024,1e-06,1000,65.846164
1024,1024,1024,1e-06,1000,255.387446
1024,1024,1024,1e-06,1000,254.339808
1024,1024,1024,1e-06,1000,279.668112
128,128,1024,1e-05,1000,5.717431
128,128,1024,1e-05,1000,5.666942
128,128,1024,1e-05,1000,8.463557
256,256,1024,1e-05,1000,31.180879
256,256,1024,1e-05,1000,23.694755
256,256,1024,1e-05,1000,26.580828
512,512,1024,1e-05,1000,117.237584
512,512,1024,1e-05,1000,102.24438
512,512,1024,1e-05,1000,188.493702
1024,1024,1024,1e-05,1000,521.116846
1024,1024,1024,1e-05,1000,573.917822
1024,1024,1024,1e-05,1000,577.79013
128,128,1024,0.0001,1000,29.984961
128,128,1024,0.0001,1000,29.795767
128,128,1024,0.0001,1000,11.046115
256,256,1024,0.0001,1000,109.041929
256,256,1024,0.0001,1000,84.819634
256,256,1024,0.0001,1000,99.061166
512,512,1024,0.0001,1000,383.969433
512,512,1024,0.0001,1000,324.500304
512,512,1024,0.0001,1000,381.679327
1024,1024,1024,0.0001,1000,1939.104103
1024,1024,1024,0.0001,1000,1358.968366
1024,1024,1024,0.0001,1000,1355.329384
