Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
510,1,STEP,10135574055822,10135576970676,2914854,-1
511,1,STEP,10135577044756,10135579632413,2587657,-1
512,1,STEP,10135579720118,10135582563478,2843360,-1
513,1,STEP,10135582642727,10135585597136,2954409,-1
514,1,STEP,10135585666506,10135588547256,2880750,-1
515,1,STEP,10135588629190,10135591431432,2802242,-1
516,1,STEP,10135591503688,10135594389257,2885569,-1
517,1,STEP,10135594457976,10135597165219,2707243,-1
518,1,STEP,10135597238086,10135600624669,3386583,-1
519,1,STEP,10135600712184,10135603973140,3260956,-1
520,1,STEP,10135604046158,10135607086568,3040410,-1
521,1,STEP,10135607157642,10135610156185,2998543,-1
522,1,STEP,10135610223481,10135613222113,2998632,-1
523,1,STEP,10135613287597,10135615724209,2436612,-1
524,1,STEP,10135615786717,10135618544164,2757447,-1
525,1,STEP,10135618610098,10135621052201,2442103,-1
526,1,STEP,10135621120580,10135623734136,2613556,-1
527,1,STEP,10135623814086,10135626600448,2786362,-1
528,1,STEP,10135626667645,10135629358456,2690811,-1
529,1,STEP,10135629429811,10135631953087,2523276,-1
530,1,STEP,10135632020594,10135634664016,2643422,-1
531,1,STEP,10135634746862,10135637032441,2285579,-1
532,1,STEP,10135637123743,10135639341693,2217950,-1
533,1,STEP,10135639419840,10135641891790,2471950,-1
534,1,STEP,10135641961250,10135644828004,2866754,-1
535,1,STEP,10135644895581,10135647357651,2462070,-1
536,1,STEP,10135647423255,10135650365020,2941765,-1
537,1,STEP,10135650435192,10135653615065,3179873,-1
538,1,STEP,10135653696679,10135656422717,2726038,-1
539,1,STEP,10135656497869,10135658835024,2337155,-1
540,1,STEP,10135658899786,10135661948271,3048485,-1
541,1,STEP,10135662028082,10135664414610,2386528,-1
542,1,STEP,10135664481977,10135666886860,2404883,-1
543,1,STEP,10135666950740,10135668946532,1995792,-1
544,1,STEP,10135669008569,10135671686947,2678378,-1
545,1,STEP,10135671757951,10135674360727,2602776,-1
546,1,STEP,10135674425559,10135676928356,2502797,-1
547,1,STEP,10135676997186,10135679923752,2926566,-1
548,1,STEP,10135679995126,10135682527790,2532664,-1
549,1,STEP,10135682598824,10135684876136,2277312,-1
550,1,STEP,10135684943994,10135687433175,2489181,-1
551,1,STEP,10135687501624,10135689750302,2248678,-1
552,1,STEP,10135689832177,10135692142010,2309833,-1
553,1,STEP,10135692204959,10135694795852,2590893,-1
554,1,STEP,10135694863339,10135697689928,2826589,-1
555,1,STEP,10135697770319,10135700588230,2817911,-1
556,1,STEP,10135700673220,10135703550974,2877754,-1
557,1,STEP,10135703630694,10135706494562,2863868,-1
558,1,STEP,10135706565937,10135709903648,3337711,-1
559,1,STEP,10135709973199,10135713063082,3089883,-1
560,1,STEP,10135713129558,10135715610063,2480505,-1
561,1,STEP,10135715672741,10135718626157,2953416,-1
562,1,STEP,10135718699716,10135721217041,2517325,-1
563,1,STEP,10135721289447,10135723531573,2242126,-1
564,1,STEP,10135723605102,10135726478909,2873807,-1
565,1,STEP,10135726547678,10135729511485,2963807,-1
566,1,STEP,10135729579162,10135732769756,3190594,-1
567,1,STEP,10135732836612,10135735895577,3058965,-1
568,1,STEP,10135735959978,10135738215409,2255431,-1
569,1,STEP,10135738278208,10135740998785,2720577,-1
570,1,STEP,10135741062275,10135743532771,2470496,-1
571,1,STEP,10135743595620,10135746055486,2459866,-1
572,1,STEP,10135746119016,10135748615972,2496956,-1
573,1,STEP,10135748678630,10135751265746,2587116,-1
574,1,STEP,10135751328675,10135753725884,2397209,-1
575,1,STEP,10135753790876,10135756293523,2502647,-1
576,1,STEP,10135756358065,10135759395760,3037695,-1
577,1,STEP,10135759465001,10135762007262,2542261,-1
578,1,STEP,10135762070491,10135764708483,2637992,-1
579,1,STEP,10135764772564,10135767460260,2687696,-1
580,1,STEP,10135767539169,10135770832406,3293237,-1
581,1,STEP,10135770898290,10135773536071,2637781,-1
582,1,STEP,10135773599371,10135775708806,2109435,-1
583,1,STEP,10135775776003,10135778544411,2768408,-1
584,1,STEP,10135778609704,10135780881076,2271372,-1
585,1,STEP,10135780944425,10135784174834,3230409,-1
586,1,STEP,10135784258932,10135787091812,2832880,-1
587,1,STEP,10135787158407,10135789163837,2005430,-1
588,1,STEP,10135789237165,10135792327980,3090815,-1
589,1,STEP,10135792392783,10135794946035,2553252,-1
590,1,STEP,10135795012530,10135797698302,2685772,-1
591,1,STEP,10135797761041,10135799758275,1997234,-1
592,1,STEP,10135799826093,10135802159971,2333878,-1
593,1,STEP,10135802227829,10135804814114,2586285,-1
594,1,STEP,10135804884076,10135807723638,2839562,-1
595,1,STEP,10135807789682,10135810408037,2618355,-1
596,1,STEP,10135810471266,10135813582251,3110985,-1
597,1,STEP,10135813649567,10135816240441,2590874,-1
598,1,STEP,10135816302598,10135818574620,2272022,-1
599,1,STEP,10135818638230,10135821490386,2852156,-1
600,1,STEP,10135821554096,10135824322674,2768578,-1
601,1,STEP,10135824385933,10135827393101,3007168,-1
602,1,STEP,10135827456971,10135829720838,2263867,-1
603,1,STEP,10135829785019,10135833055273,3270254,-1
604,1,STEP,10135833120165,10135835395574,2275409,-1
605,1,STEP,10135835461879,10135837883934,2422055,-1
606,1,STEP,10135837958955,10135840761147,2802192,-1
607,1,STEP,10135840829907,10135843487736,2657829,-1
608,1,STEP,10135843551166,10135846349119,2797953,-1
609,1,STEP,10135846412569,10135849150860,2738291,-1
610,1,STEP,10135849213398,10135852600692,3387294,-1
611,1,STEP,10135852664833,10135854993512,2328679,-1
612,1,STEP,10135855064145,10135857528390,2464245,-1
613,1,STEP,10135857591388,10135860333907,2742519,-1
614,1,STEP,10135860396125,10135863164222,2768097,-1
615,1,STEP,10135863229254,10135865922490,2693236,-1
616,1,STEP,10135865986571,10135869170924,3184353,-1
617,1,STEP,10135869235235,10135872112157,2876922,-1
618,1,STEP,10135872186898,10135874852422,2665524,-1
619,1,STEP,10135874917865,10135877665594,2747729,-1
620,1,STEP,10135877729835,10135880095003,2365168,-1
621,1,STEP,10135880162971,10135882846740,2683769,-1
622,1,STEP,10135882911341,10135886026453,3115112,-1
623,1,STEP,10135886091265,10135888723175,2631910,-1
624,1,STEP,10135888791744,10135891449594,2657850,-1
625,1,STEP,10135891516039,10135894250243,2734204,-1
626,1,STEP,10135894319543,10135897114532,2794989,-1
627,1,STEP,10135897178302,10135899726996,2548694,-1
628,1,STEP,10135899789954,10135902734083,2944129,-1
629,1,STEP,10135902798585,10135906101039,3302454,-1
630,1,STEP,10135906182663,10135908761854,2579191,-1
631,1,STEP,10135908825103,10135911371002,2545899,-1
632,1,STEP,10135911434612,10135914215383,2780771,-1
633,1,STEP,10135914279564,10135917255192,2975628,-1
634,1,STEP,10135917318862,10135919833622,2514760,-1
635,1,STEP,10135919896921,10135922541295,2644374,-1
636,1,STEP,10135922604835,10135924959062,2354227,-1
637,1,STEP,10135925020448,10135927303261,2282813,-1
638,1,STEP,10135927370377,10135930513051,3142674,-1
639,1,STEP,10135930579667,10135933269236,2689569,-1
640,1,STEP,10135933331944,10135935955950,2624006,-1
641,1,STEP,10135936020581,10135938955473,2934892,-1
642,1,STEP,10135939020355,10135941602061,2581706,-1
643,1,STEP,10135941664870,10135944261313,2596443,-1
644,1,STEP,10135944324552,10135947309088,2984536,-1
645,1,STEP,10135947376324,10135950337576,2961252,-1
646,1,STEP,10135950400133,10135952772044,2371911,-1
647,1,STEP,10135952835534,10135955527959,2692425,-1
648,1,STEP,10135955591829,10135958182783,2590954,-1
649,1,STEP,10135958245581,10135961053343,2807762,-1
650,1,STEP,10135961116963,10135964081250,2964287,-1
651,1,STEP,10135964148727,10135967203855,3055128,-1
652,1,STEP,10135967267235,10135970190845,2923610,-1
653,1,STEP,10135970254986,10135973054683,2799697,-1
654,1,STEP,10135973117702,10135975697955,2580253,-1
655,1,STEP,10135975763608,10135978663574,2899966,-1
656,1,STEP,10135978727905,10135981053839,2325934,-1
657,1,STEP,10135981116267,10135984147240,3030973,-1
658,1,STEP,10135984211692,10135986838192,2626500,-1
659,1,STEP,10135986901341,10135989316583,2415242,-1
660,1,STEP,10135989379242,10135991834259,2455017,-1
661,1,STEP,10135991896736,10135995262821,3366085,-1
662,1,STEP,10135995329466,10135998143851,2814385,-1
663,1,STEP,10135998207240,10136000792172,2584932,-1
664,1,STEP,10136000854129,10136002996337,2142208,-1
665,1,STEP,10136003067310,10136006208110,3140800,-1
666,1,STEP,10136006283803,10136009319264,3035461,-1
667,1,STEP,10136009383685,10136012599587,3215902,-1
668,1,STEP,10136012666213,10136016025254,3359041,-1
669,1,STEP,10136016089735,10136019131388,3041653,-1
670,1,STEP,10136019195820,10136021801671,2605851,-1
671,1,STEP,10136021883555,10136024414756,2531201,-1
672,1,STEP,10136024478486,10136027151324,2672838,-1
673,1,STEP,10136027213020,10136029855531,2642511,-1
674,1,STEP,10136029923479,10136033076361,3152882,-1
675,1,STEP,10136033140993,10136035870527,2729534,-1
676,1,STEP,10136035934488,10136038652170,2717682,-1
677,1,STEP,10136038724306,10136041699985,2975679,-1
678,1,STEP,10136041770669,10136044349309,2578640,-1
679,1,STEP,10136044421866,10136046940392,2518526,-1
680,1,STEP,10136047005906,10136049324366,2318460,-1
681,1,STEP,10136049386312,10136052357903,2971591,-1
682,1,STEP,10136052421012,10136055448087,3027075,-1
683,1,STEP,10136055521556,10136058201998,2680442,-1
684,1,STEP,10136058267742,10136061091885,2824143,-1
685,1,STEP,10136061159342,10136063792284,2632942,-1
686,1,STEP,10136063862587,10136066893189,3030602,-1
687,1,STEP,10136066956308,10136069763679,2807371,-1
688,1,STEP,10136069833861,10136072731563,2897702,-1
689,1,STEP,10136072806314,10136075302649,2496335,-1
690,1,STEP,10136075368504,10136078333091,2964587,-1
691,1,STEP,10136078399947,10136081344978,2945031,-1
692,1,STEP,10136081408488,10136084161526,2753038,-1
693,1,STEP,10136084224916,10136086938200,2713284,-1
694,1,STEP,10136087005517,10136090599510,3593993,-1
695,1,STEP,10136090677067,10136093745770,3068703,-1
696,1,STEP,10136093811244,10136096508538,2697294,-1
697,1,STEP,10136096573380,10136099056330,2482950,-1
698,1,STEP,10136099115842,10136101550221,2434379,-1
699,1,STEP,10136101610003,10136104494751,2884748,-1
700,1,STEP,10136104563721,10136107192555,2628834,-1
701,1,STEP,10136107259872,10136110312125,3052253,-1
702,1,STEP,10136110380173,10136113257546,2877373,-1
703,1,STEP,10136113321817,10136116044519,2722702,-1
704,1,STEP,10136116108640,10136118889261,2780621,-1
705,1,STEP,10136118952740,10136121520059,2567319,-1
706,1,STEP,10136121595281,10136124215930,2620649,-1
707,1,STEP,10136124281354,10136126687839,2406485,-1
708,1,STEP,10136126754415,10136129439516,2685101,-1
709,1,STEP,10136129513756,10136131922206,2408450,-1
710,1,STEP,10136131984643,10136134757029,2772386,-1
711,1,STEP,10136134820338,10136137530165,2709827,-1
712,1,STEP,10136137602341,10136140021521,2419180,-1
713,1,STEP,10136140086113,10136142814545,2728432,-1
714,1,STEP,10136142876632,10136145551884,2675252,-1
715,1,STEP,10136145616626,10136148177423,2560797,-1
716,1,STEP,10136148240161,10136150825794,2585633,-1
717,1,STEP,10136150887210,10136153951305,3064095,-1
718,1,STEP,10136154015937,10136157353488,3337551,-1
719,1,STEP,10136157422669,10136160268382,2845713,-1
720,1,STEP,10136160331732,10136163100651,2768919,-1
721,1,STEP,10136163163198,10136165553213,2390015,-1
722,1,STEP,10136165613577,10136168235118,2621541,-1
723,1,STEP,10136168301904,10136170361045,2059141,-1
724,1,STEP,10136170432529,10136172759134,2326605,-1
725,1,STEP,10136172835669,10136175618594,2782925,-1
726,1,STEP,10136175683356,10136177880206,2196850,-1
727,1,STEP,10136177953164,10136180686676,2733512,-1
728,1,STEP,10136180750606,10136183392215,2641609,-1
729,1,STEP,10136183454944,10136186178296,2723352,-1
730,1,STEP,10136186241245,10136188548454,2307209,-1
731,1,STEP,10136188612665,10136190924613,2311948,-1
732,1,STEP,10136190988022,10136193358821,2370799,-1
733,1,STEP,10136193421459,10136195930047,2508588,-1
734,1,STEP,10136195992495,10136198515219,2522724,-1
735,1,STEP,10136198581534,10136201407120,2825586,-1
736,1,STEP,10136201472623,10136204501222,3028599,-1
737,1,STEP,10136204573738,10136207661007,3087269,-1
738,1,STEP,10136207724607,10136210447920,2723313,-1
739,1,STEP,10136210510438,10136213393862,2883424,-1
740,1,STEP,10136213456981,10136216248753,2791772,-1
741,1,STEP,10136216312263,10136219274647,2962384,-1
742,1,STEP,10136219337986,10136222046621,2708635,-1
743,1,STEP,10136222109540,10136224639729,2530189,-1
744,1,STEP,10136224701034,10136227617351,2916317,-1
745,1,STEP,10136227683255,10136230625491,2942236,-1
746,1,STEP,10136230689141,10136233497093,2807952,-1
747,1,STEP,10136233559881,10136236146516,2586635,-1
748,1,STEP,10136236209104,10136238909324,2700220,-1
749,1,STEP,10136238973434,10136241875454,2902020,-1
750,1,STEP,10136241938743,10136244102843,2164100,-1
751,1,STEP,10136244171041,10136246590822,2419781,-1
752,1,STEP,10136246655053,10136249378597,2723544,-1
753,1,STEP,10136249439962,10136251795231,2355269,-1
754,1,STEP,10136251856697,10136254431220,2574523,-1
755,1,STEP,10136254494900,10136257551601,3056701,-1
756,1,STEP,10136257614209,10136260173382,2559173,-1
757,1,STEP,10136260236862,10136263235654,2998792,-1
758,1,STEP,10136263300867,10136265857185,2556318,-1
759,1,STEP,10136265923951,10136269427694,3503743,-1
760,1,STEP,10136269491364,10136272579375,3088011,-1
761,1,STEP,10136272644107,10136275496413,2852306,-1
762,1,STEP,10136275559152,10136278354921,2795769,-1
763,1,STEP,10136278427137,10136281045582,2618445,-1
764,1,STEP,10136281108451,10136283642457,2534006,-1
765,1,STEP,10136283704574,10136286357875,2653301,-1
766,1,STEP,10136286421585,10136288954308,2532723,-1
767,1,STEP,10136289017818,10136291784763,2766945,-1
768,1,STEP,10136291848333,10136294544725,2696392,-1
769,1,STEP,10136294610399,10136297421657,2811258,-1
770,1,STEP,10136297485377,10136300253766,2768389,-1
771,1,STEP,10136300317616,10136302646265,2328649,-1
772,1,STEP,10136302707521,10136305749264,3041743,-1
773,1,STEP,10136305833893,10136308860488,3026595,-1
774,1,STEP,10136308926392,10136311118303,2191911,-1
775,1,STEP,10136311190569,10136313555376,2364807,-1
776,1,STEP,10136313626070,10136316027726,2401656,-1
777,1,STEP,10136316088340,10136318865084,2776744,-1
778,1,STEP,10136318927762,10136321205164,2277402,-1
779,1,STEP,10136321264667,10136323837586,2572919,-1
780,1,STEP,10136323898391,10136326941626,3043235,-1
781,1,STEP,10136327002010,10136329858454,2856444,-1
782,1,STEP,10136329919008,10136332485957,2566949,-1
783,1,STEP,10136332544858,10136335433242,2888384,-1
784,1,STEP,10136335498655,10136338380387,2881732,-1
785,1,STEP,10136338443045,10136340890227,2447182,-1
786,1,STEP,10136340950390,10136343640250,2689860,-1
787,1,STEP,10136343701516,10136346945740,3244224,-1
788,1,STEP,10136347021363,10136349405877,2384514,-1
789,1,STEP,10136349474777,10136352062093,2587316,-1
790,1,STEP,10136352124281,10136355013376,2889095,-1
791,1,STEP,10136355075543,10136357880730,2805187,-1
792,1,STEP,10136357944260,10136360568757,2624497,-1
793,1,STEP,10136360629972,10136363429579,2799607,-1
794,1,STEP,10136363493640,10136366500868,3007228,-1
795,1,STEP,10136366562193,10136369125024,2562831,-1
796,1,STEP,10136369186139,10136372020691,2834552,-1
797,1,STEP,10136372083810,10136374980019,2896209,-1
798,1,STEP,10136375041866,10136377590118,2548252,-1
799,1,STEP,10136377652236,10136380400385,2748149,-1
800,1,STEP,10136380461871,10136382824264,2362393,-1
801,1,STEP,10136382883966,10136385353851,2469885,-1
802,1,STEP,10136385413764,10136388091512,2677748,-1
803,1,STEP,10136388155422,10136390927587,2772165,-1
804,1,STEP,10136390988682,10136393429553,2440871,-1
805,1,STEP,10136393488945,10136396390273,2901328,-1
806,1,STEP,10136396452971,10136399008548,2555577,-1
807,1,STEP,10136399070044,10136401531293,2461249,-1
808,1,STEP,10136401592278,10136404452028,2859750,-1
809,1,STEP,10136404520687,10136407764932,3244245,-1
810,1,STEP,10136407829093,10136410581290,2752197,-1
811,1,STEP,10136410645681,10136413434698,2789017,-1
812,1,STEP,10136413497116,10136416342459,2845343,-1
813,1,STEP,10136416404175,10136418870895,2466720,-1
814,1,STEP,10136418932020,10136422047642,3115622,-1
815,1,STEP,10136422110931,10136424484786,2373855,-1
816,1,STEP,10136424545099,10136427695627,3150528,-1
817,1,STEP,10136427758656,10136430642151,2883495,-1
818,1,STEP,10136430711201,10136433716575,3005374,-1
819,1,STEP,10136433777841,10136436591935,2814094,-1
820,1,STEP,10136436656346,10136439405197,2748851,-1
821,1,STEP,10136439468707,10136442086451,2617744,-1
822,1,STEP,10136442150361,10136445107836,2957475,-1
823,1,STEP,10136445172919,10136447422479,2249560,-1
824,1,STEP,10136447487020,10136450249397,2762377,-1
825,1,STEP,10136450310131,10136453056297,2746166,-1
826,1,STEP,10136453117152,10136455667518,2550366,-1
827,1,STEP,10136455728053,10136458660219,2932166,-1
828,1,STEP,10136458723699,10136461338407,2614708,-1
829,1,STEP,10136461399181,10136463934941,2535760,-1
830,1,STEP,10136463995385,10136466861667,2866282,-1
831,1,STEP,10136466923173,10136470014389,3091216,-1
832,1,STEP,10136470078159,10136473041304,2963145,-1
833,1,STEP,10136473100155,10136475445856,2345701,-1
834,1,STEP,10136475505859,10136478135366,2629507,-1
835,1,STEP,10136478202543,10136480745996,2543453,-1
836,1,STEP,10136480805839,10136482882283,2076444,-1
837,1,STEP,10136482947706,10136485695856,2748150,-1
838,1,STEP,10136485760588,10136488300304,2539716,-1
839,1,STEP,10136488371268,10136491012236,2640968,-1
840,1,STEP,10136491075585,10136493076847,2001262,-1
841,1,STEP,10136493137812,10136495807233,2669421,-1
842,1,STEP,10136495877075,10136498945518,3068443,-1
843,1,STEP,10136499014588,10136501339130,2324542,-1
844,1,STEP,10136501405695,10136504289240,2883545,-1
845,1,STEP,10136504363330,10136506667603,2304273,-1
846,1,STEP,10136506734369,10136509334901,2600532,-1
847,1,STEP,10136509405924,10136512591288,3185364,-1
848,1,STEP,10136512667492,10136514984399,2316907,-1
849,1,STEP,10136515050683,10136517544013,2493330,-1
850,1,STEP,10136517610789,10136520279919,2669130,-1
851,1,STEP,10136520354810,10136522464457,2109647,-1
852,1,STEP,10136522528688,10136525385302,2856614,-1
853,1,STEP,10136525451817,10136527997575,2545758,-1
854,1,STEP,10136528066004,10136530661186,2595182,-1
855,1,STEP,10136530726980,10136533433922,2706942,-1
856,1,STEP,10136533501039,10136536299153,2798114,-1
857,1,STEP,10136536367662,10136539108698,2741036,-1
858,1,STEP,10136539182357,10136541399486,2217129,-1
859,1,STEP,10136541461442,10136543601506,2140064,-1
860,1,STEP,10136543669975,10136546423425,2753450,-1
861,1,STEP,10136546488547,10136548740091,2251544,-1
862,1,STEP,10136548806676,10136551093627,2286951,-1
863,1,STEP,10136551161755,10136553297350,2135595,-1
864,1,STEP,10136553381489,10136556460542,3079053,-1
865,1,STEP,10136556530233,10136559205185,2674952,-1
866,1,STEP,10136559271090,10136561987540,2716450,-1
867,1,STEP,10136562063824,10136564330586,2266762,-1
868,1,STEP,10136564401009,10136567144329,2743320,-1
869,1,STEP,10136567213400,10136569693264,2479864,-1
870,1,STEP,10136569766542,10136572207302,2440760,-1
871,1,STEP,10136572275160,10136574825306,2550146,-1
872,1,STEP,10136574901760,10136577655450,2753690,-1
873,1,STEP,10136577716556,10136580160101,2443545,-1
874,1,STEP,10136580220415,10136583041923,2821508,-1
875,1,STEP,10136583103829,10136586208511,3104682,-1
876,1,STEP,10136586270878,10136588779336,2508458,-1
877,1,STEP,10136588839900,10136591357977,2518077,-1
878,1,STEP,10136591422168,10136594027118,2604950,-1
879,1,STEP,10136594089896,10136596566865,2476969,-1
880,1,STEP,10136596629112,10136599248870,2619758,-1
881,1,STEP,10136599311498,10136602257520,2946022,-1
882,1,STEP,10136602321040,10136604838815,2517775,-1
883,1,STEP,10136604904068,10136607392669,2488601,-1
884,1,STEP,10136607456589,10136610495046,3038457,-1
885,1,STEP,10136610558446,10136613066002,2507556,-1
886,1,STEP,10136613126957,10136615488758,2361801,-1
887,1,STEP,10136615551727,10136617966358,2414631,-1
888,1,STEP,10136618031400,10136620313993,2282593,-1
889,1,STEP,10136620376621,10136622947787,2571166,-1
890,1,STEP,10136623010425,10136625569619,2559194,-1
891,1,STEP,10136625631255,10136628194737,2563482,-1
892,1,STEP,10136628257375,10136630804576,2547201,-1
893,1,STEP,10136630866843,10136633662743,2795900,-1
894,1,STEP,10136633728416,10136636377880,2649464,-1
895,1,STEP,10136636440278,10136638774567,2334289,-1
896,1,STEP,10136638857383,10136641180742,2323359,-1
897,1,STEP,10136641253850,10136643684050,2430200,-1
898,1,STEP,10136643750355,10136646064998,2314643,-1
899,1,STEP,10136646136693,10136648571693,2435000,-1
900,1,STEP,10136648641214,10136651392750,2751536,-1
901,1,STEP,10136651466339,10136654771639,3305300,-1
902,1,STEP,10136654862770,10136658285592,3422822,-1
903,1,STEP,10136658352939,10136660749936,2396997,-1
904,1,STEP,10136660825519,10136663206396,2380877,-1
905,1,STEP,10136663273643,10136666221729,2948086,-1
906,1,STEP,10136666285930,10136668599220,2313290,-1
907,1,STEP,10136668663351,10136671425708,2762357,-1
908,1,STEP,10136671490580,10136674099207,2608627,-1
909,1,STEP,10136674167425,10136677148925,2981500,-1
910,1,STEP,10136677218476,10136680480785,3262309,-1
911,1,STEP,10136680542802,10136683451043,2908241,-1
912,1,STEP,10136683511517,10136685954021,2442504,-1
913,1,STEP,10136686026878,10136688408607,2381729,-1
914,1,STEP,10136688478599,10136691046810,2568211,-1
915,1,STEP,10136691113806,10136693507578,2393772,-1
916,1,STEP,10136693577740,10136696403917,2826177,-1
917,1,STEP,10136696469450,10136699239281,2769831,-1
918,1,STEP,10136699308291,10136701614477,2306186,-1
919,1,STEP,10136701694368,10136704915920,3221552,-1
920,1,STEP,10136704996772,10136708263349,3266577,-1
921,1,STEP,10136708360753,10136711603876,3243123,-1
922,1,STEP,10136711671994,10136714445802,2773808,-1
923,1,STEP,10136714507138,10136717052986,2545848,-1
924,1,STEP,10136717116947,10136719626507,2509560,-1
925,1,STEP,10136719685898,10136722323289,2637391,-1
926,1,STEP,10136722396648,10136725897185,3500537,-1
927,1,STEP,10136725960855,10136728263816,2302961,-1
928,1,STEP,10136728325913,10136730799485,2473572,-1
929,1,STEP,10136730859839,10136733314876,2455037,-1
930,1,STEP,10136733372655,10136736175408,2802753,-1
931,1,STEP,10136736238417,10136739037773,2799356,-1
932,1,STEP,10136739099249,10136741424582,2325333,-1
933,1,STEP,10136741489885,10136744307615,2817730,-1
934,1,STEP,10136744366867,10136746889652,2522785,-1
935,1,STEP,10136746951158,10136749244100,2292942,-1
936,1,STEP,10136749305074,10136752009642,2704568,-1
937,1,STEP,10136752068633,10136754634149,2565516,-1
938,1,STEP,10136754694502,10136757164989,2470487,-1
939,1,STEP,10136757224911,10136759394050,2169139,-1
940,1,STEP,10136759459593,10136761923698,2464105,-1
941,1,STEP,10136761997196,10136764507428,2510232,-1
942,1,STEP,10136764565698,10136767148716,2583018,-1
943,1,STEP,10136767210002,10136769698222,2488220,-1
944,1,STEP,10136769758555,10136772365649,2607094,-1
945,1,STEP,10136772433357,10136774876802,2443445,-1
946,1,STEP,10136774937917,10136777585537,2647620,-1
947,1,STEP,10136777646993,10136780466217,2819224,-1
948,1,STEP,10136780526871,10136783101123,2574252,-1
949,1,STEP,10136783161066,10136785887745,2726679,-1
950,1,STEP,10136785948920,10136788533231,2584311,-1
951,1,STEP,10136788595979,10136790921653,2325674,-1
952,1,STEP,10136791005251,10136793738603,2733352,-1
953,1,STEP,10136793798917,10136796526047,2727130,-1
954,1,STEP,10136796587202,10136799018775,2431573,-1
955,1,STEP,10136799090821,10136801880759,2789938,-1
956,1,STEP,10136801944108,10136804960003,3015895,-1
957,1,STEP,10136805027740,10136807421953,2394213,-1
958,1,STEP,10136807489069,10136810324303,2835234,-1
959,1,STEP,10136810387893,10136812989767,2601874,-1
960,1,STEP,10136813051623,10136815493055,2441432,-1
961,1,STEP,10136815555903,10136819015374,3459471,-1
962,1,STEP,10136819079715,10136821380141,2300426,-1
963,1,STEP,10136821445754,10136823951397,2505643,-1
964,1,STEP,10136824013364,10136826725687,2712323,-1
965,1,STEP,10136826788565,10136829425635,2637070,-1
966,1,STEP,10136829487111,10136831820559,2333448,-1
967,1,STEP,10136831882977,10136834698373,2815396,-1
968,1,STEP,10136834761322,10136837080293,2318971,-1
969,1,STEP,10136837141498,10136839697996,2556498,-1
970,1,STEP,10136839759021,10136842160798,2401777,-1
971,1,STEP,10136842220881,10136845079940,2859059,-1
972,1,STEP,10136845140504,10136847356982,2216478,-1
973,1,STEP,10136847425771,10136850265303,2839532,-1
974,1,STEP,10136850324455,10136852914707,2590252,-1
975,1,STEP,10136852973328,10136855674980,2701652,-1
976,1,STEP,10136855735644,10136858383495,2647851,-1
977,1,STEP,10136858444019,10136860950794,2506775,-1
978,1,STEP,10136861012660,10136863675259,2662599,-1
979,1,STEP,10136863735622,10136866345281,2609659,-1
980,1,STEP,10136866405284,10136869592000,3186716,-1
981,1,STEP,10136869653867,10136872311656,2657789,-1
982,1,STEP,10136872384754,10136874943116,2558362,-1
983,1,STEP,10136875007267,10136878338486,3331219,-1
984,1,STEP,10136878406544,10136881229375,2822831,-1
985,1,STEP,10136881292263,10136883679353,2387090,-1
986,1,STEP,10136883756829,10136886318627,2561798,-1
987,1,STEP,10136886379963,10136888821304,2441341,-1
988,1,STEP,10136888881267,10136892050680,3169413,-1
989,1,STEP,10136892111435,10136895063689,2952254,-1
990,1,STEP,10136895125466,10136897858367,2732901,-1
991,1,STEP,10136897918420,10136900475109,2556689,-1
992,1,STEP,10136900534220,10136903365717,2831497,-1
993,1,STEP,10136903430298,10136906076436,2646138,-1
994,1,STEP,10136906138322,10136908843171,2704849,-1
995,1,STEP,10136908904988,10136911433754,2528766,-1
996,1,STEP,10136911495821,10136914339400,2843579,-1
997,1,STEP,10136914402249,10136916675323,2273074,-1
998,1,STEP,10136916736438,10136919439332,2702894,-1
999,1,STEP,10136919502852,10136922447562,2944710,-1
