world_size_width,world_size_height,dna_size,mutation_rate,nb_generations,runtime
512,512,1024,1e-06,1000,74.269771
512,512,1024,1e-06,1000,74.411301
1024,1024,1024,1e-06,1000,289.788816
1024,1024,1024,1e-06,1000,290.328835
1024,1024,1024,1e-06,1000,291.11373
128,128,1024,1e-05,1000,6.361148
128,128,1024,1e-05,1000,6.347192
128,128,1024,1e-05,1000,6.347716
256,256,1024,1e-05,1000,38.973353
256,256,1024,1e-05,1000,38.996675
256,256,1024,1e-05,1000,39.147249
512,512,1024,1e-05,1000,173.093224
512,512,1024,1e-05,1000,173.008229
512,512,1024,1e-05,1000,174.214948
1024,1024,1024,1e-05,1000,632.884124
1024,1024,1024,1e-05,1000,631.063045
1024,1024,1024,1e-05,1000,632.104999
128,128,1024,0.0001,1000,32.949216
128,128,1024,0.0001,1000,32.794996
128,128,1024,0.0001,1000,33.048121
256,256,1024,0.0001,1000,241.329571
256,256,1024,0.0001,1000,241.820178
256,256,1024,0.0001,1000,242.049499
512,512,1024,0.0001,1000,965.384202
512,512,1024,0.0001,1000,965.671863
512,512,1024,0.0001,1000,965.752213
1024,1024,1024,0.0001,1000,3004.473069
1024,1024,1024,0.0001,1000,3006.666136
1024,1024,1024,0.0001,1000,3010.391949
