world_size_width,world_size_height,dna_size,mutation_rate,nb_generations,runtime
512,512,512,1e-05,1000,20.477802
512,512,512,1e-05,1000,19.642042
1024,1024,512,1e-05,1000,99.758581
1024,1024,512,1e-05,1000,100.952845
1024,1024,512,1e-05,1000,98.619324
128,128,512,0.0001,1000,2.081385
128,128,512,0.0001,1000,1.673774
128,128,512,0.0001,1000,2.338822
256,256,512,0.0001,1000,10.339658
256,256,512,0.0001,1000,7.918739
256,256,512,0.0001,1000,7.815129
512,512,512,0.0001,1000,43.772302
512,512,512,0.0001,1000,45.791152
512,512,512,0.0001,1000,42.74118
1024,1024,512,0.0001,1000,200.275844
1024,1024,512,0.0001,1000,200.042279
1024,1024,512,0.0001,1000,212.634282
128,128,1024,1e-06,1000,1.089929
128,128,1024,1e-06,1000,1.075176
128,128,1024,1e-06,1000,1.070697
256,256,1024,1e-06,1000,3.123101
256,256,1024,1e-06,1000,3.178325
256,256,1024,1e-06,1000,3.030765
512,512,1024,1e-06,1000,15.578665
512,512,1024,1e-06,1000,15.788556
512,512,1024,1e-06,1000,15.965848
1024,1024,1024,1e-06,1000,86.651622
1024,1024,1024,1e-06,1000,84.160827
1024,1024,1024,1e-06,1000,86.822232
128,128,1024,1e-05,1000,1.530377
128,128,1024,1e-05,1000,1.683777
128,128,1024,1e-05,1000,1.93698
256,256,1024,1e-05,1000,6.214072
256,256,1024,1e-05,1000,4.540896
256,256,1024,1e-05,1000,5.174127
512,512,1024,1e-05,1000,38.874627
512,512,1024,1e-05,1000,41.41365
512,512,1024,1e-05,1000,38.339532
1024,1024,1024,1e-05,1000,124.759584
1024,1024,1024,1e-05,1000,121.419359
1024,1024,1024,1e-05,1000,129.78947
128,128,1024,0.0001,1000,2.702484
128,128,1024,0.0001,1000,2.700046
128,128,1024,0.0001,1000,4.859205
256,256,1024,0.0001,1000,13.389907
256,256,1024,0.0001,1000,42.873703
256,256,1024,0.0001,1000,24.42072
512,512,1024,0.0001,1000,117.516124
512,512,1024,0.0001,1000,210.944994
512,512,1024,0.0001,1000,62.548773
1024,1024,1024,0.0001,1000,367.086187
1024,1024,1024,0.0001,1000,342.157651
1024,1024,1024,0.0001,1000,341.754663
